D_0_thf01	0.0	0	1
D_0_thf02	0.0	0	1
D_0_thf03	0.0	0	1
D_0_thf04	0.0	0	1
D_0_thf05	0.0	0	1
D_0_thf06	0.0	0	1
D_0_thf07	0.0	0	1
D_0_thf08	0.0	0	1
D_0_thf09	0.0	0	1
D_0_thf10	0.0	0	1
D_0_thf11	0.0	0	1
D_10_thf01	0.0	0	1
D_10_thf02	0.19797344685042884	0	1
D_10_thf03	0.0	0	1
D_10_thf04	0.0	0	1
D_10_thf05	0.0	0	1
D_10_thf06	0.0	0	1
D_10_thf07	0.0	0	1
D_10_thf08	0.0	0	1
D_10_thf09	0.0	0	1
D_10_thf10	0.0	0	1
D_10_thf11	0.0	0	1
D_11_thf01	0.0	0	1
D_11_thf02	0.0	0	1
D_11_thf03	1.0	0	1
D_11_thf04	0.0	0	1
D_11_thf05	0.0	0	1
D_11_thf06	0.0	0	1
D_11_thf07	0.0	0	1
D_11_thf08	0.0	0	1
D_11_thf09	0.0	0	1
D_11_thf10	0.0	0	1
D_11_thf11	0.0	0	1
D_12_thf01	0.0	0	1
D_12_thf02	0.0	0	1
D_12_thf03	0.0	0	1
D_12_thf04	0.0	0	1
D_12_thf05	0.0	0	1
D_12_thf06	0.0	0	1
D_12_thf07	0.0	0	1
D_12_thf08	0.0	0	1
D_12_thf09	0.0	0	1
D_12_thf10	0.0	0	1
D_12_thf11	0.0	0	1
D_13_thf01	0.0	0	1
D_13_thf02	0.0	0	1
D_13_thf03	0.0	0	1
D_13_thf04	0.7787363629752656	0	1
D_13_thf05	0.0	0	1
D_13_thf06	0.0	0	1
D_13_thf07	0.0	0	1
D_13_thf08	0.0	0	1
D_13_thf09	0.0	0	1
D_13_thf10	0.0	0	1
D_13_thf11	0.0	0	1
D_14_thf01	0.0	0	1
D_14_thf02	0.0	0	1
D_14_thf03	0.0	0	1
D_14_thf04	0.0	0	1
D_14_thf05	0.0	0	1
D_14_thf06	0.0	0	1
D_14_thf07	0.0	0	1
D_14_thf08	0.0	0	1
D_14_thf09	0.0	0	1
D_14_thf10	0.0	0	1
D_14_thf11	0.0	0	1
D_15_thf01	0.0	0	1
D_15_thf02	0.0	0	1
D_15_thf03	0.0	0	1
D_15_thf04	0.2212636370247344	0	1
D_15_thf05	0.0	0	1
D_15_thf06	0.0	0	1
D_15_thf07	0.0	0	1
D_15_thf08	0.0	0	1
D_15_thf09	0.0	0	1
D_15_thf10	0.0	0	1
D_15_thf11	0.0	0	1
D_16_thf01	0.0	0	1
D_16_thf02	0.0	0	1
D_16_thf03	0.0	0	1
D_16_thf04	0.0	0	1
D_16_thf05	0.0	0	1
D_16_thf06	0.0	0	1
D_16_thf07	0.0	0	1
D_16_thf08	0.0	0	1
D_16_thf09	0.0	0	1
D_16_thf10	0.0	0	1
D_16_thf11	0.0	0	1
D_17_thf01	0.0	0	1
D_17_thf02	0.0	0	1
D_17_thf03	0.0	0	1
D_17_thf04	0.0	0	1
D_17_thf05	0.0	0	1
D_17_thf06	0.0	0	1
D_17_thf07	0.0	0	1
D_17_thf08	0.0	0	1
D_17_thf09	0.0	0	1
D_17_thf10	0.0	0	1
D_17_thf11	0.0	0	1
D_18_thf01	0.0	0	1
D_18_thf02	0.0	0	1
D_18_thf03	0.0	0	1
D_18_thf04	0.0	0	1
D_18_thf05	0.0	0	1
D_18_thf06	0.0	0	1
D_18_thf07	0.0	0	1
D_18_thf08	0.0	0	1
D_18_thf09	0.0	0	1
D_18_thf10	0.0	0	1
D_18_thf11	0.0	0	1
D_19_thf01	0.0	0	1
D_19_thf02	0.0	0	1
D_19_thf03	0.0	0	1
D_19_thf04	0.0	0	1
D_19_thf05	0.0	0	1
D_19_thf06	0.0	0	1
D_19_thf07	0.0	0	1
D_19_thf08	0.0	0	1
D_19_thf09	0.0	0	1
D_19_thf10	0.0	0	1
D_19_thf11	0.0	0	1
D_1_thf01	0.0	0	1
D_1_thf02	0.0	0	1
D_1_thf03	0.0	0	1
D_1_thf04	0.0	0	1
D_1_thf05	0.0	0	1
D_1_thf06	0.0	0	1
D_1_thf07	0.0	0	1
D_1_thf08	0.0	0	1
D_1_thf09	0.0	0	1
D_1_thf10	0.0	0	1
D_1_thf11	0.0	0	1
D_20_thf01	0.0	0	1
D_20_thf02	0.0	0	1
D_20_thf03	0.0	0	1
D_20_thf04	0.0	0	1
D_20_thf05	0.0	0	1
D_20_thf06	0.0	0	1
D_20_thf07	0.0	0	1
D_20_thf08	0.0	0	1
D_20_thf09	0.0	0	1
D_20_thf10	0.0	0	1
D_20_thf11	0.0	0	1
D_21_thf01	0.0	0	1
D_21_thf02	0.0	0	1
D_21_thf03	0.0	0	1
D_21_thf04	0.0	0	1
D_21_thf05	0.0	0	1
D_21_thf06	0.0	0	1
D_21_thf07	0.0	0	1
D_21_thf08	0.0	0	1
D_21_thf09	0.0	0	1
D_21_thf10	0.0	0	1
D_21_thf11	0.0	0	1
D_22_thf01	0.0	0	1
D_22_thf02	0.0	0	1
D_22_thf03	0.0	0	1
D_22_thf04	0.0	0	1
D_22_thf05	0.0	0	1
D_22_thf06	0.0	0	1
D_22_thf07	0.0	0	1
D_22_thf08	0.0	0	1
D_22_thf09	0.0	0	1
D_22_thf10	0.0	0	1
D_22_thf11	0.0	0	1
D_23_thf01	0.0	0	1
D_23_thf02	0.0	0	1
D_23_thf03	0.0	0	1
D_23_thf04	0.0	0	1
D_23_thf05	0.0	0	1
D_23_thf06	0.0	0	1
D_23_thf07	0.0	0	1
D_23_thf08	0.0	0	1
D_23_thf09	0.0	0	1
D_23_thf10	0.0	0	1
D_23_thf11	0.0	0	1
D_24_thf01	0.0	0	1
D_24_thf02	0.0	0	1
D_24_thf03	0.0	0	1
D_24_thf04	0.0	0	1
D_24_thf05	0.0	0	1
D_24_thf06	0.0	0	1
D_24_thf07	0.0	0	1
D_24_thf08	0.0	0	1
D_24_thf09	0.0	0	1
D_24_thf10	0.0	0	1
D_24_thf11	0.0	0	1
D_25_thf01	0.0	0	1
D_25_thf02	0.0	0	1
D_25_thf03	0.0	0	1
D_25_thf04	0.0	0	1
D_25_thf05	0.0	0	1
D_25_thf06	0.0	0	1
D_25_thf07	0.0	0	1
D_25_thf08	0.0	0	1
D_25_thf09	0.0	0	1
D_25_thf10	0.0	0	1
D_25_thf11	0.0	0	1
D_26_thf01	0.0	0	1
D_26_thf02	0.0	0	1
D_26_thf03	0.0	0	1
D_26_thf04	0.0	0	1
D_26_thf05	0.0	0	1
D_26_thf06	0.0	0	1
D_26_thf07	0.0	0	1
D_26_thf08	0.0	0	1
D_26_thf09	0.0	0	1
D_26_thf10	0.0	0	1
D_26_thf11	0.0	0	1
D_27_thf01	0.0	0	1
D_27_thf02	0.0	0	1
D_27_thf03	0.0	0	1
D_27_thf04	0.0	0	1
D_27_thf05	0.0	0	1
D_27_thf06	0.0	0	1
D_27_thf07	0.0	0	1
D_27_thf08	0.0	0	1
D_27_thf09	0.0	0	1
D_27_thf10	0.0	0	1
D_27_thf11	0.0	0	1
D_28_thf01	0.0	0	1
D_28_thf02	0.0	0	1
D_28_thf03	0.0	0	1
D_28_thf04	0.0	0	1
D_28_thf05	0.0	0	1
D_28_thf06	0.0	0	1
D_28_thf07	0.0	0	1
D_28_thf08	0.0	0	1
D_28_thf09	0.0	0	1
D_28_thf10	0.0	0	1
D_28_thf11	0.0	0	1
D_29_thf01	0.0	0	1
D_29_thf02	0.0	0	1
D_29_thf03	0.0	0	1
D_29_thf04	0.0	0	1
D_29_thf05	0.0	0	1
D_29_thf06	0.0	0	1
D_29_thf07	0.0	0	1
D_29_thf08	0.0	0	1
D_29_thf09	0.0	0	1
D_29_thf10	0.0	0	1
D_29_thf11	0.0	0	1
D_2_thf01	0.0	0	1
D_2_thf02	0.005772039647887306	0	1
